QUERY_KEY,DOC_KEY,RANK
1,NORMA-19978,1
1,NORMA-20246,2
1,NORMA-20535,3
1,NORMA-6949,4
1,NORMA-19604,5
1,NORMA-19903,6
1,NORMA-20957,7
1,NORMA-18892,8
1,NORMA-20042,9
1,NORMA-21105,10
1,NORMA-20659,11
1,NORMA-19980,12
1,NORMA-19964,13
1,NORMA-19568,14
1,NORMA-20064,15
1,NORMA-19747,16
1,NORMA-18911,17
1,NORMA-20287,18
1,NORMA-20808,19
1,NORMA-18678,20
1,NORMA-21779,21
1,NORMA-20156,22
1,NORMA-21754,23
1,NORMA-18845,24
1,NORMA-19594,25
1,NORMA-19752,26
1,NORMA-20424,27
1,NORMA-19364,28
1,NORMA-19963,29
1,NORMA-19286,30
1,NORMA-21359,31
1,NORMA-18546,32
1,NORMA-19952,33
1,NORMA-20507,34
1,NORMA-19630,35
1,NORMA-18909,36
1,NORMA-21235,37
1,NORMA-18715,38
1,NORMA-18666,39
1,NORMA-20512,40
1,NORMA-18505,41
1,NORMA-18784,42
1,NORMA-18481,43
1,NORMA-18312,44
1,NORMA-18853,45
1,NORMA-21118,46
1,NORMA-18850,47
1,NORMA-18480,48
1,NORMA-18664,49
1,NORMA-18786,50
1,NORMA-18717,51
1,NORMA-21117,52
1,NORMA-18509,53
1,NORMA-18597,54
1,NORMA-19044,55
1,NORMA-19764,56
1,NORMA-19040,57
1,NORMA-19711,58
1,NORMA-18611,59
1,NORMA-19043,60
1,NORMA-21501,61
1,NORMA-21364,62
1,NORMA-534,63
1,NORMA-19613,64
1,NORMA-18936,65
1,NORMA-21019,66
1,NORMA-19755,67
1,NORMA-21613,68
1,NORMA-20770,69
1,NORMA-20037,70
1,NORMA-18523,71
1,NORMA-20053,72
1,NORMA-17182,73
1,NORMA-18598,74
1,NORMA-21621,75
1,NORMA-19320,76
1,NORMA-20249,77
1,NORMA-20556,78
1,NORMA-21432,79
1,NORMA-19386,80
1,NORMA-20716,81
1,NORMA-18891,82
1,NORMA-20227,83
1,NORMA-21067,84
1,NORMA-19668,85
1,NORMA-19921,86
1,NORMA-19591,87
1,NORMA-22741,88
1,NORMA-21038,89
1,NORMA-18652,90
1,NORMA-18482,91
1,NORMA-18894,92
1,NORMA-18913,93
1,NORMA-18507,94
1,NORMA-18785,95
1,NORMA-21119,96
1,NORMA-18716,97
1,NORMA-18665,98
1,NORMA-18851,99
1,NORMA-20276,100
1,NORMA-19363,101
1,NORMA-18461,102
1,NORMA-19803,103
1,NORMA-21543,104
1,NORMA-19120,105
1,NORMA-19370,106
1,NORMA-18522,107
1,NORMA-19807,108
1,NORMA-20515,109
1,NORMA-19288,110
1,NORMA-19576,111
1,NORMA-19178,112
1,NORMA-19953,113
1,NORMA-19945,114
1,NORMA-19954,115
1,NORMA-19227,116
1,NORMA-18277,117
1,NORMA-18448,118
1,NORMA-21191,119
1,NORMA-1173,120
1,NORMA-18212,121
1,NORMA-19133,122
1,NORMA-21037,123
1,NORMA-19366,124
1,NORMA-19199,125
1,NORMA-19068,126
1,NORMA-20270,127
1,NORMA-18612,128
1,NORMA-19045,129
1,NORMA-18338,130
1,NORMA-20184,131
1,NORMA-6713,132
1,NORMA-535,133
1,NORMA-20951,134
1,NORMA-21498,135
1,NORMA-19145,136
1,NORMA-19000,137
1,NORMA-20306,138
1,NORMA-18943,139
1,NORMA-21565,140
1,NORMA-18551,141
1,NORMA-19567,142
1,NORMA-19761,143
1,NORMA-20551,144
1,NORMA-19252,145
1,NORMA-20066,146
1,NORMA-18885,147
1,NORMA-20809,148
1,NORMA-21229,149
1,NORMA-21107,150
1,NORMA-19907,151
1,NORMA-19687,152
1,NORMA-19196,153
1,NORMA-19511,154
1,NORMA-20520,155
1,NORMA-20628,156
1,NORMA-21656,157
1,NORMA-18519,158
1,NORMA-20735,159
1,NORMA-19114,160
1,NORMA-20071,161
1,NORMA-20425,162
1,NORMA-20322,163
1,NORMA-20542,164
1,NORMA-18331,165
1,NORMA-19910,166
1,NORMA-18895,167
1,NORMA-20434,168
1,NORMA-21494,169
1,NORMA-19800,170
1,NORMA-20082,171
1,NORMA-18649,172
1,NORMA-20956,173
1,NORMA-20939,174
1,NORMA-20427,175
1,NORMA-21703,176
1,NORMA-20045,177
1,NORMA-20595,178
1,NORMA-20916,179
1,NORMA-19166,180
1,NORMA-19616,181
1,NORMA-19572,182
1,NORMA-20319,183
1,NORMA-19767,184
1,NORMA-19325,185
1,NORMA-18990,186
1,NORMA-20054,187
1,NORMA-21740,188
1,NORMA-20555,189
1,NORMA-20619,190
1,NORMA-20987,191
1,NORMA-2,192
1,NORMA-19635,193
1,NORMA-20559,194
1,NORMA-19067,195
1,NORMA-18727,196
1,NORMA-20611,197
1,NORMA-19615,198
1,NORMA-19237,199
1,NORMA-18736,200
1,NORMA-21035,201
1,NORMA-20615,202
1,NORMA-21482,203
1,NORMA-18841,204
1,NORMA-19912,205
1,NORMA-19819,206
1,NORMA-18937,207
1,NORMA-18658,208
1,NORMA-20311,209
1,NORMA-20681,210
1,NORMA-20661,211
1,NORMA-21600,212
1,NORMA-21433,213
1,NORMA-19367,214
1,NORMA-19259,215
1,NORMA-21171,216
1,NORMA-21551,217
1,NORMA-21032,218
1,NORMA-21288,219
1,NORMA-21188,220
1,NORMA-19019,221
1,NORMA-19716,222
1,NORMA-19793,223
1,NORMA-19582,224
1,NORMA-19601,225
1,NORMA-20510,226
1,NORMA-20509,227
1,NORMA-20882,228
1,NORMA-19944,229
1,NORMA-20571,230
1,NORMA-18544,231
1,NORMA-20585,232
1,NORMA-19879,233
1,NORMA-21371,234
1,NORMA-20849,235
1,NORMA-20031,236
1,NORMA-20629,237
