QUERY_KEY,DOC_KEY,RANK
1,NORMA-19953,1
1,NORMA-19903,2
1,NORMA-18943,3
1,NORMA-20631,4
1,NORMA-19747,5
1,NORMA-21107,6
1,NORMA-19613,7
1,NORMA-21192,8
1,NORMA-20811,9
1,NORMA-20615,10
1,NORMA-18908,11
1,NORMA-19752,12
1,NORMA-8931,13
1,NORMA-20127,14
1,NORMA-18885,15
1,NORMA-18536,16
1,NORMA-21432,17
1,NORMA-19980,18
1,NORMA-20253,19
1,NORMA-2603,20
1,NORMA-21621,21
1,NORMA-19178,22
1,NORMA-19564,23
1,NORMA-2563,24
1,NORMA-20841,25
1,NORMA-18546,26
1,NORMA-19604,27
1,NORMA-11600,28
1,NORMA-18917,29
1,NORMA-19965,30
1,NORMA-19582,31
1,NORMA-20053,32
1,NORMA-20566,33
1,NORMA-19921,34
1,NORMA-20214,35
1,NORMA-2649,36
1,NORMA-13990,37
1,NORMA-10267,38
1,NORMA-20623,39
1,NORMA-20037,40
1,NORMA-20809,41
1,NORMA-20257,42
1,NORMA-19793,43
1,NORMA-18894,44
1,NORMA-1163,45
1,NORMA-21299,46
1,NORMA-20066,47
1,NORMA-18909,48
1,NORMA-18936,49
1,NORMA-19876,50
1,NORMA-10034,51
1,NORMA-20279,52
1,NORMA-20580,53
1,NORMA-18892,54
1,NORMA-19767,55
1,NORMA-19764,56
1,NORMA-19968,57
1,NORMA-6949,58
1,NORMA-19798,59
1,NORMA-21217,60
1,NORMA-18553,61
1,NORMA-20619,62
1,NORMA-20190,63
1,NORMA-21000,64
1,NORMA-18913,65
1,NORMA-20064,66
1,NORMA-21131,67
1,NORMA-20758,68
1,NORMA-20616,69
1,NORMA-9819,70
1,NORMA-3966,71
1,NORMA-20028,72
1,NORMA-13545,73
1,NORMA-21630,74
1,NORMA-21165,75
1,NORMA-20158,76
1,NORMA-21357,77
1,NORMA-19371,78
1,NORMA-18922,79
1,NORMA-20858,80
1,NORMA-20727,81
1,NORMA-21631,82
1,NORMA-20234,83
1,NORMA-19879,84
1,NORMA-18891,85
1,NORMA-21739,86
1,NORMA-20042,87
1,NORMA-20561,88
1,NORMA-20871,89
1,NORMA-19206,90
1,NORMA-18981,91
1,NORMA-19740,92
1,NORMA-18206,93
1,NORMA-20915,94
1,NORMA-11454,95
1,NORMA-20721,96
1,NORMA-20957,97
1,NORMA-20198,98
1,NORMA-10326,99
1,NORMA-20559,100
1,NORMA-20265,101
1,NORMA-21456,102
1,NORMA-20780,103
1,NORMA-19954,104
1,NORMA-18429,105
1,NORMA-20109,106
1,NORMA-21264,107
1,NORMA-18911,108
1,NORMA-21012,109
1,NORMA-15237,110
1,NORMA-19761,111
1,NORMA-1567,112
1,NORMA-8074,113
1,NORMA-6185,114
1,NORMA-14744,115
1,NORMA-19893,116
1,NORMA-20525,117
1,NORMA-19591,118
1,NORMA-21126,119
1,NORMA-20432,120
1,NORMA-2942,121
1,NORMA-21622,122
1,NORMA-20246,123
1,NORMA-7381,124
1,NORMA-20588,125
1,NORMA-23441,126
1,NORMA-21208,127
1,NORMA-19978,128
1,NORMA-19571,129
1,NORMA-20098,130
1,NORMA-4885,131
1,NORMA-20316,132
1,NORMA-20240,133
1,NORMA-19568,134
1,NORMA-20756,135
1,NORMA-11144,136
1,NORMA-13802,137
1,NORMA-21754,138
1,NORMA-6092,139
1,NORMA-20535,140
1,NORMA-20176,141
1,NORMA-13345,142
1,NORMA-12490,143
1,NORMA-19609,144
1,NORMA-9834,145
1,NORMA-20859,146
1,NORMA-20526,147
1,NORMA-20869,148
1,NORMA-20262,149
1,NORMA-19601,150
1,NORMA-11655,151
1,NORMA-4848,152
1,NORMA-13160,153
1,NORMA-20156,154
1,NORMA-21004,155
1,NORMA-20784,156
1,NORMA-18750,157
1,NORMA-10815,158
1,NORMA-19667,159
1,NORMA-20877,160
1,NORMA-29005,161
1,NORMA-7280,162
1,NORMA-18974,163
1,NORMA-1173,164
1,NORMA-21231,165
1,NORMA-20705,166
1,NORMA-12334,167
1,NORMA-21002,168
1,NORMA-24601,169
1,NORMA-21744,170
1,NORMA-18379,171
1,NORMA-19703,172
1,NORMA-18804,173
1,NORMA-11677,174
1,NORMA-21203,175
1,NORMA-18409,176
1,NORMA-20785,177
1,NORMA-14239,178
1,NORMA-7389,179
1,NORMA-962,180
1,NORMA-21300,181
1,NORMA-8193,182
1,NORMA-19891,183
1,NORMA-14780,184
1,NORMA-21791,185
1,NORMA-4277,186
1,NORMA-20071,187
1,NORMA-18273,188
1,NORMA-20889,189
1,NORMA-19003,190
1,NORMA-480,191
1,NORMA-21093,192
1,NORMA-20908,193
1,NORMA-19803,194
1,NORMA-19819,195
1,NORMA-20893,196
1,NORMA-20620,197
1,NORMA-19092,198
1,NORMA-850,199
1,NORMA-20241,200
1,NORMA-18212,201
1,NORMA-21776,202
1,NORMA-18845,203
1,NORMA-20103,204
1,NORMA-20295,205
1,NORMA-20789,206
1,NORMA-15396,207
1,NORMA-19594,208
1,NORMA-20888,209
1,NORMA-19807,210
1,NORMA-18899,211
1,NORMA-18945,212
1,NORMA-20892,213
1,NORMA-18831,214
1,NORMA-20336,215
1,NORMA-20189,216
1,NORMA-8889,217
1,NORMA-19929,218
1,NORMA-729,219
1,NORMA-21324,220
1,NORMA-15581,221
1,NORMA-20812,222
1,NORMA-21668,223
1,NORMA-21562,224
1,NORMA-20091,225
1,NORMA-7100,226
1,NORMA-20916,227
1,NORMA-19574,228
1,NORMA-4424,229
1,NORMA-20989,230
1,NORMA-13416,231
1,NORMA-2484,232
1,NORMA-20039,233
1,NORMA-21650,234
1,NORMA-21235,235
1,NORMA-10531,236
1,NORMA-20754,237
1,NORMA-24683,238
1,NORMA-20483,239
1,NORMA-1373,240
1,NORMA-20813,241
1,NORMA-20036,242
1,NORMA-21779,243
1,NORMA-21255,244
1,NORMA-9110,245
1,NORMA-6629,246
1,NORMA-21589,247
1,NORMA-20962,248
1,NORMA-20285,249
1,NORMA-27761,250
1,NORMA-21021,251
1,NORMA-18952,252
1,NORMA-3181,253
1,NORMA-2,254
1,NORMA-18505,255
1,NORMA-18654,256
1,NORMA-27364,257
1,NORMA-6677,258
1,NORMA-18784,259
1,NORMA-18631,260
1,NORMA-19864,261
1,NORMA-380,262
1,NORMA-19737,263
1,NORMA-6249,264
1,NORMA-18527,265
1,NORMA-18513,266
1,NORMA-19640,267
1,NORMA-9888,268
1,NORMA-18747,269
1,NORMA-5170,270
1,NORMA-14850,271
1,NORMA-21384,272
1,NORMA-5593,273
1,NORMA-9595,274
1,NORMA-18306,275
1,NORMA-20565,276
1,NORMA-20557,277
1,NORMA-21175,278
1,NORMA-8027,279
1,NORMA-1263,280
1,NORMA-21156,281
1,NORMA-20934,282
1,NORMA-20238,283
1,NORMA-1,284
1,NORMA-13174,285
1,NORMA-20263,286
1,NORMA-5252,287
1,NORMA-8938,288
1,NORMA-19014,289
1,NORMA-19945,290
1,NORMA-21544,291
1,NORMA-6826,292
1,NORMA-1420,293
1,NORMA-21702,294
1,NORMA-13789,295
1,NORMA-21475,296
1,NORMA-19297,297
1,NORMA-18445,298
1,NORMA-20199,299
1,NORMA-15060,300
1,NORMA-20183,301
1,NORMA-4830,302
1,NORMA-19746,303
1,NORMA-535,304
1,NORMA-21537,305
1,NORMA-21370,306
1,NORMA-25681,307
1,NORMA-20808,308
1,NORMA-11417,309
1,NORMA-1144,310
1,NORMA-4746,311
1,NORMA-18683,312
1,NORMA-13094,313
1,NORMA-7773,314
1,NORMA-7351,315
1,NORMA-26701,316
1,NORMA-18843,317
1,NORMA-15239,318
1,NORMA-18675,319
1,NORMA-21184,320
1,NORMA-10821,321
1,NORMA-29482,322
1,NORMA-25722,323
1,NORMA-9785,324
1,NORMA-1718,325
1,NORMA-19651,326
1,NORMA-11607,327
1,NORMA-21105,328
1,NORMA-19295,329
1,NORMA-15166,330
1,NORMA-18709,331
1,NORMA-21698,332
1,NORMA-21029,333
1,NORMA-21508,334
1,NORMA-9147,335
1,NORMA-20174,336
1,NORMA-20852,337
1,NORMA-13265,338
1,NORMA-20542,339
1,NORMA-18691,340
1,NORMA-20974,341
1,NORMA-21188,342
1,NORMA-20096,343
1,NORMA-21005,344
1,NORMA-20239,345
1,NORMA-13476,346
1,NORMA-20108,347
1,NORMA-19180,348
1,NORMA-20697,349
1,NORMA-19602,350
1,NORMA-9382,351
1,NORMA-6343,352
1,NORMA-20152,353
1,NORMA-19040,354
1,NORMA-21639,355
1,NORMA-21070,356
1,NORMA-21655,357
1,NORMA-20828,358
1,NORMA-20977,359
1,NORMA-7466,360
1,NORMA-19174,361
1,NORMA-11599,362
1,NORMA-21159,363
1,NORMA-10916,364
1,NORMA-20920,365
1,NORMA-19572,366
1,NORMA-11939,367
1,NORMA-18463,368
1,NORMA-20737,369
1,NORMA-20501,370
1,NORMA-14985,371
1,NORMA-8780,372
1,NORMA-6655,373
1,NORMA-18978,374
1,NORMA-1332,375
1,NORMA-18456,376
1,NORMA-19290,377
1,NORMA-21069,378
1,NORMA-21586,379
1,NORMA-21064,380
1,NORMA-8884,381
1,NORMA-6344,382
1,NORMA-19910,383
1,NORMA-20958,384
1,NORMA-20567,385
1,NORMA-21245,386
1,NORMA-18446,387
1,NORMA-7942,388
1,NORMA-18325,389
1,NORMA-14129,390
1,NORMA-7058,391
1,NORMA-20482,392
1,NORMA-12245,393
1,NORMA-14059,394
1,NORMA-9803,395
1,NORMA-19526,396
1,NORMA-19977,397
1,NORMA-11615,398
1,NORMA-3979,399
1,NORMA-19081,400
1,NORMA-21072,401
1,NORMA-20991,402
1,NORMA-20602,403
1,NORMA-18699,404
1,NORMA-27561,405
1,NORMA-19842,406
1,NORMA-20583,407
1,NORMA-8384,408
1,NORMA-20778,409
1,NORMA-19262,410
1,NORMA-18405,411
1,NORMA-21118,412
1,NORMA-20244,413
1,NORMA-21189,414
1,NORMA-19542,415
1,NORMA-20763,416
1,NORMA-18678,417
1,NORMA-19985,418
1,NORMA-18411,419
1,NORMA-9670,420
1,NORMA-19181,421
1,NORMA-18690,422
1,NORMA-18368,423
1,NORMA-21477,424
1,NORMA-18682,425
1,NORMA-18344,426
1,NORMA-14904,427
1,NORMA-18791,428
1,NORMA-27341,429
1,NORMA-20290,430
1,NORMA-10400,431
1,NORMA-3241,432
1,NORMA-2660,433
1,NORMA-7225,434
1,NORMA-12437,435
1,NORMA-13805,436
1,NORMA-13469,437
1,NORMA-10119,438
1,NORMA-8611,439
1,NORMA-8610,440
1,NORMA-7201,441
1,NORMA-4909,442
1,NORMA-17182,443
1,NORMA-8686,444
1,NORMA-15339,445
1,NORMA-18666,446
1,NORMA-18711,447
1,NORMA-3478,448
1,NORMA-7015,449
1,NORMA-21197,450
1,NORMA-31903,451
1,NORMA-20135,452
1,NORMA-19588,453
1,NORMA-12851,454
1,NORMA-19898,455
1,NORMA-7326,456
1,NORMA-5181,457
1,NORMA-14789,458
1,NORMA-14650,459
1,NORMA-19169,460
1,NORMA-18416,461
1,NORMA-12613,462
1,NORMA-19646,463
1,NORMA-13029,464
1,NORMA-18466,465
1,NORMA-19797,466
1,NORMA-13323,467
1,NORMA-13670,468
1,NORMA-16202,469
1,NORMA-20237,470
1,NORMA-11689,471
1,NORMA-26,472
1,NORMA-12910,473
1,NORMA-11909,474
1,NORMA-21142,475
1,NORMA-7027,476
1,NORMA-13294,477
1,NORMA-20594,478
1,NORMA-21434,479
1,NORMA-20649,480
1,NORMA-19249,481
1,NORMA-21474,482
1,NORMA-7279,483
1,NORMA-19668,484
1,NORMA-23341,485
1,NORMA-20578,486
1,NORMA-27365,487
1,NORMA-12431,488
1,NORMA-6410,489
1,NORMA-11639,490
1,NORMA-18201,491
1,NORMA-6736,492
1,NORMA-19019,493
1,NORMA-18523,494
1,NORMA-20694,495
1,NORMA-9881,496
1,NORMA-21497,497
1,NORMA-11735,498
1,NORMA-18700,499
1,NORMA-18539,500
1,NORMA-20732,501
1,NORMA-4655,502
1,NORMA-20575,503
1,NORMA-18574,504
1,NORMA-18224,505
1,NORMA-8870,506
1,NORMA-11612,507
1,NORMA-13508,508
1,NORMA-19770,509
1,NORMA-18940,510
1,NORMA-18378,511
1,NORMA-11300,512
1,NORMA-2020,513
1,NORMA-15211,514
1,NORMA-20777,515
1,NORMA-229,516
1,NORMA-15163,517
1,NORMA-2367,518
1,NORMA-12911,519
1,NORMA-8705,520
1,NORMA-18767,521
1,NORMA-13671,522
1,NORMA-14294,523
1,NORMA-13158,524
1,NORMA-29164,525
1,NORMA-8885,526
1,NORMA-6720,527
1,NORMA-18299,528
1,NORMA-14967,529
1,NORMA-18934,530
1,NORMA-3907,531
1,NORMA-11754,532
1,NORMA-1613,533
1,NORMA-8505,534
1,NORMA-7133,535
1,NORMA-18298,536
1,NORMA-19103,537
1,NORMA-20921,538
1,NORMA-6967,539
1,NORMA-20445,540
1,NORMA-835,541
1,NORMA-20437,542
1,NORMA-14746,543
1,NORMA-21113,544
1,NORMA-5937,545
1,NORMA-8920,546
1,NORMA-13477,547
1,NORMA-8205,548
1,NORMA-14937,549
1,NORMA-20569,550
1,NORMA-12018,551
1,NORMA-19545,552
1,NORMA-560,553
1,NORMA-18436,554
1,NORMA-18696,555
1,NORMA-12495,556
1,NORMA-4673,557
1,NORMA-10224,558
1,NORMA-18681,559
1,NORMA-18380,560
1,NORMA-1092,561
1,NORMA-21436,562
1,NORMA-4091,563
1,NORMA-27384,564
1,NORMA-20950,565
1,NORMA-20130,566
1,NORMA-18916,567
1,NORMA-5008,568
1,NORMA-18294,569
1,NORMA-21275,570
1,NORMA-19406,571
1,NORMA-20907,572
1,NORMA-14263,573
1,NORMA-314,574
1,NORMA-20304,575
1,NORMA-2144,576
1,NORMA-11711,577
1,NORMA-984,578
1,NORMA-18873,579
1,NORMA-1674,580
1,NORMA-6710,581
1,NORMA-9284,582
1,NORMA-20824,583
1,NORMA-20804,584
1,NORMA-21207,585
1,NORMA-6140,586
1,NORMA-29763,587
1,NORMA-18517,588
1,NORMA-21564,589
1,NORMA-19906,590
1,NORMA-20058,591
1,NORMA-11632,592
1,NORMA-19379,593
1,NORMA-12067,594
1,NORMA-18400,595
1,NORMA-19933,596
1,NORMA-21386,597
1,NORMA-19329,598
1,NORMA-14944,599
1,NORMA-2555,600
1,NORMA-10865,601
1,NORMA-14902,602
1,NORMA-19553,603
1,NORMA-20293,604
1,NORMA-19824,605
1,NORMA-20398,606
1,NORMA-4423,607
1,NORMA-11758,608
1,NORMA-18481,609
1,NORMA-2005,610
1,NORMA-8739,611
1,NORMA-18377,612
1,NORMA-18947,613
1,NORMA-20065,614
1,NORMA-8365,615
1,NORMA-28402,616
1,NORMA-20258,617
1,NORMA-6181,618
1,NORMA-19603,619
