QUERY_KEY,DOC_KEY,RANK
1,NORMA-6949,1
1,NORMA-18845,2
1,NORMA-20037,3
1,NORMA-20246,4
1,NORMA-19903,5
1,NORMA-21107,6
1,NORMA-19980,7
1,NORMA-20064,8
1,NORMA-19582,9
1,NORMA-18212,10
1,NORMA-21235,11
1,NORMA-18892,12
1,NORMA-19978,13
1,NORMA-21359,14
1,NORMA-18546,15
1,NORMA-20957,16
1,NORMA-20425,17
1,NORMA-20249,18
1,NORMA-21754,19
1,NORMA-21105,20
1,NORMA-21519,21
1,NORMA-19604,22
1,NORMA-20065,23
1,NORMA-21621,24
1,NORMA-20854,25
1,NORMA-19963,26
1,NORMA-21432,27
1,NORMA-19613,28
1,NORMA-20184,29
1,NORMA-20631,30
1,NORMA-18678,31
1,NORMA-19609,32
1,NORMA-19730,33
1,NORMA-19964,34
1,NORMA-20916,35
1,NORMA-20869,36
1,NORMA-20422,37
1,NORMA-20053,38
1,NORMA-21650,39
1,NORMA-20072,40
1,NORMA-19568,41
1,NORMA-18646,42
1,NORMA-19977,43
1,NORMA-20809,44
1,NORMA-19594,45
1,NORMA-18885,46
1,NORMA-18936,47
1,NORMA-19919,48
1,NORMA-21260,49
1,NORMA-17182,50
1,NORMA-9834,51
1,NORMA-20042,52
1,NORMA-6185,53
1,NORMA-20535,54
1,NORMA-19630,55
1,NORMA-18911,56
1,NORMA-9382,57
1,NORMA-20950,58
1,NORMA-18974,59
1,NORMA-20082,60
1,NORMA-21501,61
1,NORMA-18937,62
1,NORMA-21613,63
1,NORMA-2413,64
1,NORMA-19764,65
1,NORMA-2,66
1,NORMA-20197,67
1,NORMA-20615,68
1,NORMA-20789,69
1,NORMA-20619,70
1,NORMA-19178,71
1,NORMA-19952,72
1,NORMA-19945,73
1,NORMA-1,74
1,NORMA-21779,75
1,NORMA-535,76
1,NORMA-19752,77
1,NORMA-19593,78
1,NORMA-23521,79
1,NORMA-19953,80
1,NORMA-18909,81
1,NORMA-21019,82
1,NORMA-20659,83
1,NORMA-19040,84
1,NORMA-20287,85
1,NORMA-19803,86
1,NORMA-18523,87
1,NORMA-19793,88
1,NORMA-20156,89
1,NORMA-20623,90
1,NORMA-20435,91
1,NORMA-18891,92
1,NORMA-19591,93
1,NORMA-18913,94
1,NORMA-18894,95
1,NORMA-20849,96
1,NORMA-20507,97
1,NORMA-18908,98
1,NORMA-21752,99
1,NORMA-1173,100
1,NORMA-21229,101
