QUERY_KEY,DOC_KEY,RANK
1,NORMA-19978,1
1,NORMA-20246,2
1,NORMA-19604,3
1,NORMA-20535,4
1,NORMA-6949,5
1,NORMA-20042,6
1,NORMA-18892,7
1,NORMA-19903,8
1,NORMA-19568,9
1,NORMA-21779,10
1,NORMA-19964,11
1,NORMA-18911,12
1,NORMA-19752,13
1,NORMA-20957,14
1,NORMA-19594,15
1,NORMA-18909,16
1,NORMA-20064,17
1,NORMA-19980,18
1,NORMA-18678,19
1,NORMA-19921,20
1,NORMA-21754,21
1,NORMA-21105,22
1,NORMA-19807,23
1,NORMA-20659,24
1,NORMA-19954,25
1,NORMA-19040,26
1,NORMA-19963,27
1,NORMA-18943,28
1,NORMA-19747,29
1,NORMA-19764,30
1,NORMA-18546,31
1,NORMA-20287,32
1,NORMA-20808,33
1,NORMA-18523,34
1,NORMA-18845,35
1,NORMA-20066,36
1,NORMA-20156,37
1,NORMA-19910,38
1,NORMA-19572,39
1,NORMA-18936,40
1,NORMA-20071,41
1,NORMA-18715,42
1,NORMA-18666,43
1,NORMA-18505,44
1,NORMA-18784,45
1,NORMA-18481,46
1,NORMA-18891,47
1,NORMA-18853,48
1,NORMA-21118,49
1,NORMA-19364,50
1,NORMA-19591,51
1,NORMA-21359,52
1,NORMA-19286,53
1,NORMA-19601,54
1,NORMA-18913,55
1,NORMA-18894,56
1,NORMA-20424,57
1,NORMA-19613,58
1,NORMA-20053,59
1,NORMA-19952,60
1,NORMA-20507,61
1,NORMA-21235,62
1,NORMA-18926,63
1,NORMA-19630,64
1,NORMA-18611,65
1,NORMA-19043,66
1,NORMA-19178,67
1,NORMA-1173,68
1,NORMA-20512,69
1,NORMA-18850,70
1,NORMA-18664,71
1,NORMA-18312,72
1,NORMA-18786,73
1,NORMA-19945,74
1,NORMA-18480,75
1,NORMA-18717,76
1,NORMA-20620,77
1,NORMA-20770,78
1,NORMA-19953,79
1,NORMA-21621,80
1,NORMA-21229,81
1,NORMA-21117,82
1,NORMA-18509,83
1,NORMA-18597,84
1,NORMA-19044,85
1,NORMA-21432,86
1,NORMA-19761,87
1,NORMA-19711,88
1,NORMA-534,89
1,NORMA-21364,90
1,NORMA-18917,91
1,NORMA-21501,92
1,NORMA-19767,93
1,NORMA-21019,94
1,NORMA-20037,95
1,NORMA-20559,96
1,NORMA-21613,97
1,NORMA-19755,98
1,NORMA-20958,99
1,NORMA-20619,100
1,NORMA-17182,101
1,NORMA-20249,102
1,NORMA-18885,103
1,NORMA-18598,104
1,NORMA-18908,105
1,NORMA-20623,106
1,NORMA-20615,107
1,NORMA-21142,108
1,NORMA-20227,109
1,NORMA-20716,110
1,NORMA-19793,111
1,NORMA-19320,112
1,NORMA-21067,113
1,NORMA-20556,114
1,NORMA-21038,115
1,NORMA-19668,116
1,NORMA-22741,117
1,NORMA-19803,118
1,NORMA-19386,119
1,NORMA-24583,120
1,NORMA-18652,121
1,NORMA-18482,122
1,NORMA-18808,123
1,NORMA-18461,124
1,NORMA-19363,125
1,NORMA-18507,126
1,NORMA-18785,127
1,NORMA-21119,128
1,NORMA-20276,129
1,NORMA-18716,130
1,NORMA-18665,131
1,NORMA-18851,132
1,NORMA-18212,133
1,NORMA-19288,134
1,NORMA-18675,135
1,NORMA-20515,136
1,NORMA-18448,137
1,NORMA-18522,138
1,NORMA-18277,139
1,NORMA-21037,140
1,NORMA-535,141
1,NORMA-21107,142
1,NORMA-19120,143
1,NORMA-20184,144
1,NORMA-20270,145
1,NORMA-19370,146
1,NORMA-19133,147
1,NORMA-20262,148
1,NORMA-21645,149
1,NORMA-19576,150
1,NORMA-20809,151
1,NORMA-18612,152
1,NORMA-19045,153
1,NORMA-21191,154
1,NORMA-20425,155
1,NORMA-6713,156
1,NORMA-19199,157
1,NORMA-20551,158
1,NORMA-21145,159
1,NORMA-21543,160
1,NORMA-19366,161
1,NORMA-19145,162
1,NORMA-19068,163
1,NORMA-20306,164
1,NORMA-21656,165
1,NORMA-20542,166
1,NORMA-20082,167
1,NORMA-20631,168
1,NORMA-21091,169
1,NORMA-19227,170
1,NORMA-20916,171
1,NORMA-19114,172
1,NORMA-20520,173
1,NORMA-19800,174
1,NORMA-18551,175
1,NORMA-20735,176
1,NORMA-20987,177
1,NORMA-19567,178
1,NORMA-19196,179
1,NORMA-18338,180
1,NORMA-20951,181
1,NORMA-21565,182
1,NORMA-19907,183
1,NORMA-20319,184
1,NORMA-2,185
1,NORMA-19252,186
1,NORMA-20628,187
1,NORMA-19019,188
1,NORMA-18649,189
1,NORMA-19000,190
1,NORMA-20956,191
1,NORMA-18895,192
1,NORMA-18937,193
1,NORMA-20322,194
1,NORMA-19511,195
1,NORMA-21498,196
1,NORMA-18519,197
1,NORMA-21740,198
1,NORMA-20427,199
1,NORMA-20054,200
1,NORMA-20611,201
1,NORMA-20595,202
1,NORMA-19876,203
1,NORMA-20434,204
1,NORMA-19819,205
1,NORMA-19582,206
1,NORMA-21188,207
1,NORMA-20045,208
1,NORMA-20954,209
1,NORMA-20661,210
1,NORMA-19325,211
1,NORMA-21494,212
1,NORMA-19616,213
1,NORMA-19912,214
1,NORMA-20555,215
1,NORMA-19237,216
1,NORMA-19687,217
1,NORMA-20939,218
1,NORMA-21171,219
1,NORMA-21703,220
1,NORMA-21600,221
1,NORMA-20065,222
1,NORMA-19166,223
1,NORMA-19879,224
1,NORMA-19067,225
1,NORMA-18727,226
1,NORMA-18331,227
1,NORMA-7100,228
1,NORMA-20849,229
1,NORMA-19615,230
1,NORMA-18990,231
1,NORMA-19944,232
1,NORMA-20804,233
1,NORMA-18736,234
1,NORMA-21371,235
1,NORMA-21482,236
1,NORMA-21032,237
