QUERY_KEY,DOC_KEY,RANK
1,NORMA-7381,1
1,NORMA-19903,2
1,NORMA-20785,3
1,NORMA-6185,4
1,NORMA-18546,5
1,NORMA-11600,6
1,NORMA-20934,7
1,NORMA-19747,8
1,NORMA-29005,9
1,NORMA-9834,10
1,NORMA-9382,11
1,NORMA-20811,12
1,NORMA-7100,13
1,NORMA-13323,14
1,NORMA-18943,15
1,NORMA-11655,16
1,NORMA-14239,17
1,NORMA-6949,18
1,NORMA-20158,19
1,NORMA-13345,20
1,NORMA-24683,21
1,NORMA-27641,22
1,NORMA-8435,23
1,NORMA-15237,24
1,NORMA-20774,25
1,NORMA-6962,26
1,NORMA-962,27
1,NORMA-1163,28
1,NORMA-20691,29
1,NORMA-4091,30
1,NORMA-7279,31
1,NORMA-6199,32
1,NORMA-21107,33
1,NORMA-20214,34
1,NORMA-16721,35
1,NORMA-9835,36
1,NORMA-18206,37
1,NORMA-20786,38
1,NORMA-20623,39
1,NORMA-22026,40
1,NORMA-7386,41
1,NORMA-20615,42
1,NORMA-18536,43
1,NORMA-14850,44
1,NORMA-5536,45
1,NORMA-3966,46
1,NORMA-13195,47
1,NORMA-20928,48
1,NORMA-2563,49
1,NORMA-21159,50
1,NORMA-20953,51
1,NORMA-11496,52
1,NORMA-10034,53
1,NORMA-7225,54
1,NORMA-8027,55
1,NORMA-21070,56
1,NORMA-11450,57
1,NORMA-16323,58
1,NORMA-7384,59
1,NORMA-20721,60
1,NORMA-21131,61
1,NORMA-19921,62
1,NORMA-6757,63
1,NORMA-6318,64
1,NORMA-6621,65
1,NORMA-20886,66
1,NORMA-6140,67
1,NORMA-20253,68
1,NORMA-21434,69
1,NORMA-16461,70
1,NORMA-17002,71
1,NORMA-14688,72
1,NORMA-7280,73
1,NORMA-9401,74
1,NORMA-18917,75
1,NORMA-27521,76
1,NORMA-218,77
1,NORMA-28402,78
1,NORMA-835,79
1,NORMA-14937,80
1,NORMA-12065,81
1,NORMA-19752,82
1,NORMA-6826,83
1,NORMA-11615,84
1,NORMA-12200,85
1,NORMA-28704,86
1,NORMA-8656,87
1,NORMA-6623,88
1,NORMA-20616,89
1,NORMA-20066,90
1,NORMA-17041,91
1,NORMA-14918,92
1,NORMA-24002,93
1,NORMA-27761,94
1,NORMA-18339,95
1,NORMA-7113,96
1,NORMA-3638,97
1,NORMA-5421,98
1,NORMA-19906,99
1,NORMA-17801,100
1,NORMA-6641,101
1,NORMA-18481,102
1,NORMA-20619,103
1,NORMA-13469,104
1,NORMA-19043,105
1,NORMA-12928,106
1,NORMA-21731,107
1,NORMA-20371,108
1,NORMA-1718,109
1,NORMA-33288,110
1,NORMA-16381,111
1,NORMA-7389,112
1,NORMA-7222,113
1,NORMA-9430,114
1,NORMA-9724,115
1,NORMA-4710,116
1,NORMA-28001,117
1,NORMA-4565,118
1,NORMA-10238,119
1,NORMA-2018,120
1,NORMA-13158,121
1,NORMA-28404,122
1,NORMA-14092,123
1,NORMA-15682,124
1,NORMA-2047,125
1,NORMA-6092,126
1,NORMA-19980,127
1,NORMA-18268,128
1,NORMA-2603,129
1,NORMA-12067,130
1,NORMA-10023,131
1,NORMA-11417,132
1,NORMA-6954,133
1,NORMA-12829,134
1,NORMA-20240,135
1,NORMA-21118,136
1,NORMA-20263,137
1,NORMA-16266,138
1,NORMA-6638,139
1,NORMA-15211,140
1,NORMA-21002,141
1,NORMA-9481,142
1,NORMA-5466,143
1,NORMA-18691,144
1,NORMA-29482,145
1,NORMA-5729,146
1,NORMA-13363,147
1,NORMA-2649,148
1,NORMA-10530,149
1,NORMA-11639,150
1,NORMA-19893,151
1,NORMA-10996,152
1,NORMA-1179,153
1,NORMA-11588,154
1,NORMA-25421,155
1,NORMA-16283,156
1,NORMA-4909,157
1,NORMA-4714,158
1,NORMA-15443,159
1,NORMA-20257,160
1,NORMA-18216,161
1,NORMA-11846,162
1,NORMA-19613,163
1,NORMA-21299,164
1,NORMA-3877,165
1,NORMA-19564,166
1,NORMA-222,167
1,NORMA-4830,168
1,NORMA-16881,169
1,NORMA-19886,170
1,NORMA-7815,171
1,NORMA-20611,172
1,NORMA-25644,173
1,NORMA-6967,174
1,NORMA-22461,175
1,NORMA-26621,176
1,NORMA-18446,177
1,NORMA-6249,178
1,NORMA-14067,179
1,NORMA-6082,180
1,NORMA-3899,181
1,NORMA-20127,182
1,NORMA-19582,183
1,NORMA-2942,184
1,NORMA-14059,185
1,NORMA-7428,186
1,NORMA-11751,187
1,NORMA-21192,188
1,NORMA-18364,189
1,NORMA-19019,190
1,NORMA-3902,191
1,NORMA-21217,192
1,NORMA-10795,193
1,NORMA-10200,194
1,NORMA-13902,195
1,NORMA-16287,196
1,NORMA-20910,197
1,NORMA-20705,198
1,NORMA-17222,199
1,NORMA-16962,200
1,NORMA-13505,201
1,NORMA-219,202
1,NORMA-18839,203
1,NORMA-16202,204
1,NORMA-8168,205
1,NORMA-6187,206
1,NORMA-24781,207
1,NORMA-9670,208
1,NORMA-6783,209
1,NORMA-22422,210
1,NORMA-27369,211
1,NORMA-18853,212
1,NORMA-28526,213
1,NORMA-7025,214
1,NORMA-16264,215
1,NORMA-10069,216
1,NORMA-7022,217
1,NORMA-10044,218
1,NORMA-3571,219
1,NORMA-3281,220
1,NORMA-15386,221
1,NORMA-1721,222
1,NORMA-5982,223
1,NORMA-11915,224
1,NORMA-20908,225
1,NORMA-4827,226
1,NORMA-18548,227
1,NORMA-21739,228
1,NORMA-20938,229
1,NORMA-18207,230
1,NORMA-20784,231
1,NORMA-21586,232
1,NORMA-21792,233
1,NORMA-18784,234
1,NORMA-9871,235
1,NORMA-26567,236
1,NORMA-17183,237
1,NORMA-2337,238
1,NORMA-21357,239
1,NORMA-14905,240
1,NORMA-18769,241
1,NORMA-1620,242
1,NORMA-6955,243
1,NORMA-33308,244
1,NORMA-11607,245
1,NORMA-4328,246
1,NORMA-10967,247
1,NORMA-25001,248
1,NORMA-16265,249
1,NORMA-21201,250
1,NORMA-13545,251
1,NORMA-26701,252
1,NORMA-13718,253
1,NORMA-21251,254
1,NORMA-18435,255
1,NORMA-126,256
1,NORMA-3772,257
1,NORMA-20913,258
1,NORMA-729,259
1,NORMA-7027,260
1,NORMA-11622,261
1,NORMA-5925,262
1,NORMA-14917,263
1,NORMA-16285,264
1,NORMA-19932,265
1,NORMA-18827,266
1,NORMA-4822,267
1,NORMA-6711,268
1,NORMA-19898,269
1,NORMA-26064,270
1,NORMA-8823,271
1,NORMA-9888,272
1,NORMA-14650,273
1,NORMA-20892,274
1,NORMA-21076,275
1,NORMA-4998,276
1,NORMA-4423,277
1,NORMA-4711,278
1,NORMA-16584,279
1,NORMA-12195,280
1,NORMA-5170,281
1,NORMA-13805,282
1,NORMA-13675,283
1,NORMA-7651,284
1,NORMA-26782,285
1,NORMA-11161,286
1,NORMA-29282,287
1,NORMA-8931,288
1,NORMA-8458,289
1,NORMA-16583,290
1,NORMA-29121,291
1,NORMA-20833,292
1,NORMA-1567,293
1,NORMA-4631,294
1,NORMA-5157,295
1,NORMA-14117,296
1,NORMA-4991,297
1,NORMA-5823,298
1,NORMA-21741,299
1,NORMA-18234,300
1,NORMA-19844,301
1,NORMA-18611,302
1,NORMA-13480,303
1,NORMA-1198,304
1,NORMA-20578,305
1,NORMA-10821,306
1,NORMA-7058,307
1,NORMA-19601,308
1,NORMA-4763,309
1,NORMA-5956,310
1,NORMA-12387,311
1,NORMA-11341,312
1,NORMA-8477,313
1,NORMA-1656,314
1,NORMA-1547,315
1,NORMA-11290,316
1,NORMA-5576,317
1,NORMA-27642,318
1,NORMA-21158,319
1,NORMA-10780,320
1,NORMA-4839,321
1,NORMA-16261,322
1,NORMA-23964,323
1,NORMA-7012,324
1,NORMA-14524,325
1,NORMA-6256,326
1,NORMA-9110,327
1,NORMA-10016,328
1,NORMA-26201,329
1,NORMA-10916,330
1,NORMA-24681,331
1,NORMA-7942,332
1,NORMA-19767,333
1,NORMA-18816,334
1,NORMA-19965,335
1,NORMA-22144,336
1,NORMA-16286,337
1,NORMA-20290,338
1,NORMA-16421,339
1,NORMA-15092,340
1,NORMA-20758,341
1,NORMA-19905,342
1,NORMA-6181,343
1,NORMA-5393,344
1,NORMA-18750,345
1,NORMA-12910,346
1,NORMA-27448,347
1,NORMA-15825,348
1,NORMA-21012,349
1,NORMA-18823,350
1,NORMA-10815,351
1,NORMA-25222,352
